StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,swl1,swl2,swl3,swl4,swl5,fses1,fses2,fses3,fses4,fses5,fses6,sex,sex_55_TEXT,age,education,religion_importance,pray,prolific_ID
2025-02-10 01:39:16,2025-02-10 01:39:16,2,,100,0,1,2025-02-10 01:39:16,R_dhd5LIdqoH2723I,,,,,,,test,,1,3,5,5,7,7,4,5,6,5,1,1,55,Potenti potenti fringilla. In est molestie viverra fermentum etiam lacus.,90,1,1,6,37715
2025-02-10 01:39:16,2025-02-10 01:39:16,2,,100,0,1,2025-02-10 01:39:16,R_0Msit8RgmKMj1Cm,,,,,,,test,,1,2,7,7,4,3,3,1,6,1,2,5,99,,62,5,5,8,28460
2025-02-10 01:39:16,2025-02-10 01:39:16,2,,100,0,1,2025-02-10 01:39:16,R_9yR4lHhCPD8GVv0,,,,,,,test,,1,3,3,1,6,6,2,1,4,7,3,5,1,,19,4,2,3,32867
2025-02-10 01:39:16,2025-02-10 01:39:16,2,,100,0,1,2025-02-10 01:39:16,R_8hPbkXLCpVnkr4y,,,,,,,test,,1,3,7,5,1,1,6,6,5,7,2,7,99,,366,5,5,4,32644
2025-02-10 01:39:16,2025-02-10 01:39:16,2,,100,0,1,2025-02-10 01:39:17,R_4Sf1liog0uXkU18,,,,,,,test,,1,5,2,3,1,7,3,5,4,3,6,5,1,,80,1,5,2,28782
2025-02-10 01:39:17,2025-02-10 01:39:17,2,,100,0,1,2025-02-10 01:39:17,R_0julLzOgdUg9Yvc,,,,,,,test,,1,7,1,4,4,2,5,6,5,2,4,2,1,,68,5,2,5,24066
2025-02-10 01:39:17,2025-02-10 01:39:17,2,,100,0,1,2025-02-10 01:39:17,R_6fDty6caM3byUdM,,,,,,,test,,1,1,3,6,4,3,4,6,4,1,7,1,0,,30,1,2,7,25451
2025-02-10 01:39:17,2025-02-10 01:39:17,2,,100,0,1,2025-02-10 01:39:17,R_eeW8kii5wbeixz8,,,,,,,test,,1,4,1,4,2,1,3,2,2,1,2,5,99,,58,6,5,6,13749
2025-02-10 01:39:17,2025-02-10 01:39:17,2,,100,0,1,2025-02-10 01:39:17,R_6L0kcfSQzWNv9rM,,,,,,,test,,1,6,3,3,5,6,5,3,2,2,7,5,99,,26,1,2,8,34471
2025-02-10 01:39:17,2025-02-10 01:39:17,2,,100,0,1,2025-02-10 01:39:17,R_9GIRPoaXLx0275k,,,,,,,test,,1,1,7,3,6,1,4,3,7,1,1,1,0,,104,6,2,8,25515
2025-02-10 01:39:17,2025-02-10 01:39:17,2,,100,0,1,2025-02-10 01:39:18,R_5hSHcw0RPfHy4Pc,,,,,,,test,,1,3,6,2,3,1,3,6,3,2,3,1,55,Dolorem interdum? Interdum? Enim dictumst cursus justo phasellus platea! At sapien purus.,19,6,2,3,33997
2025-02-10 01:39:18,2025-02-10 01:39:18,2,,100,0,1,2025-02-10 01:39:18,R_eFM7zPXHIWq8DGe,,,,,,,test,,1,5,6,6,7,3,5,6,2,1,4,2,1,,78,3,2,4,15346
2025-02-10 01:39:18,2025-02-10 01:39:18,2,,100,0,1,2025-02-10 01:39:18,R_djcpx1jnVRYwl5c,,,,,,,test,,1,7,5,2,2,6,6,4,2,5,5,2,99,,53,2,1,2,33772
2025-02-10 01:39:18,2025-02-10 01:39:18,2,,100,0,1,2025-02-10 01:39:18,R_cLXoY8tgMop0lDw,,,,,,,test,,1,3,4,4,3,2,5,5,2,3,3,5,0,,72,4,2,2,27198
2025-02-10 01:39:18,2025-02-10 01:39:18,2,,100,0,1,2025-02-10 01:39:18,R_eu47kttkrMQQdEO,,,,,,,test,,1,5,4,1,7,7,4,6,1,7,3,3,99,,66,2,3,2,20279
2025-02-10 01:39:18,2025-02-10 01:39:18,2,,100,0,1,2025-02-10 01:39:18,R_6LKpkAFAUfu7zBI,,,,,,,test,,1,1,7,6,4,4,3,7,1,4,4,3,55,"Molestie laoreet blandit. In per quam facilisis suscipit scelerisque. Malesuada, pharetra volutpat sollicitudin dignissim quam.",100,2,4,7,40866
2025-02-10 01:39:18,2025-02-10 01:39:19,2,,100,1,1,2025-02-10 01:39:19,R_1yVltw6UfiP9RKm,,,,,,,test,,1,7,3,3,6,3,1,5,7,3,4,4,0,,102,6,3,4,37077
2025-02-10 01:39:19,2025-02-10 01:39:19,2,,100,0,1,2025-02-10 01:39:19,R_aVqFoGwE5POqzvU,,,,,,,test,,1,6,5,4,7,6,6,3,2,7,2,3,55,"Pede per pede, laoreet? Metus justo! Nullam gravida ac? Neque non, temporibus.",81,1,3,5,28777
2025-02-10 01:39:19,2025-02-10 01:39:19,2,,100,0,1,2025-02-10 01:39:19,R_0OnUNDBAR4wMoV8,,,,,,,test,,1,4,4,4,5,5,4,1,2,3,5,2,1,,50,5,5,1,32255
2025-02-10 01:39:19,2025-02-10 01:39:19,2,,100,0,1,2025-02-10 01:39:19,R_5dnvejFBuKGhTds,,,,,,,test,,1,5,6,2,4,6,4,4,7,2,7,4,0,,46,1,2,1,42869
2025-02-10 01:39:19,2025-02-10 01:39:19,2,,100,0,1,2025-02-10 01:39:19,R_1NUUEnQ3KpQJxdk,,,,,,,test,,1,6,7,4,6,6,6,4,4,3,2,1,1,,61,1,1,5,26729
2025-02-10 01:39:19,2025-02-10 01:39:19,2,,100,0,1,2025-02-10 01:39:19,R_9WG9ykvQYoV0yCG,,,,,,,test,,1,4,7,2,6,1,6,6,6,4,2,7,99,,37,2,3,3,28804
2025-02-10 01:39:20,2025-02-10 01:39:20,2,,100,0,1,2025-02-10 01:39:20,R_6P7fkDnAf3qJyyq,,,,,,,test,,1,1,2,1,2,3,6,2,6,2,5,6,0,,82,6,5,6,21013
2025-02-10 01:39:20,2025-02-10 01:39:20,2,,100,0,1,2025-02-10 01:39:20,R_6Avdgl7SSRgwZf0,,,,,,,test,,1,3,3,1,2,2,5,1,6,1,4,1,1,,57,2,2,4,17717
2025-02-10 01:39:20,2025-02-10 01:39:20,2,,100,0,1,2025-02-10 01:39:20,R_dbdBCQgmtS2GQT4,,,,,,,test,,1,2,3,6,2,1,6,3,1,5,6,3,55,Fusce interdum venenatis at dui sodales nulla. Blandit laoreet a ab vivamus ab! Convallis.,57,3,5,7,14342
2025-02-10 01:39:20,2025-02-10 01:39:20,2,,100,0,1,2025-02-10 01:39:20,R_0iGG1YF77tzyiLc,,,,,,,test,,1,3,5,6,2,3,4,5,6,3,4,5,1,,26,4,2,7,34144
2025-02-10 01:39:20,2025-02-10 01:39:20,2,,100,0,1,2025-02-10 01:39:20,R_3IYlWF8XK2py1dc,,,,,,,test,,1,1,6,6,7,2,2,6,4,5,1,1,1,,54,5,5,7,32963
2025-02-10 01:39:20,2025-02-10 01:39:20,2,,100,0,1,2025-02-10 01:39:20,R_4UTopdLzfyuImYm,,,,,,,test,,1,6,4,6,3,5,1,6,2,7,1,2,0,,55,1,3,3,38937
2025-02-10 01:39:20,2025-02-10 01:39:21,2,,100,1,1,2025-02-10 01:39:21,R_8p7i11k2R0pOm7I,,,,,,,test,,1,7,6,4,3,2,3,7,6,5,7,3,55,Tempor? Accumsan laoreet tellus temporibus pellentesque ultricies faucibus malesuada velit.,27,3,3,6,41514
2025-02-10 01:39:21,2025-02-10 01:39:21,2,,100,0,1,2025-02-10 01:39:21,R_cMHYqbr3uI972eO,,,,,,,test,,1,3,5,7,4,2,6,3,7,1,4,4,55,"Proin vulputate ligula! Nec pharetra cursus, metus? At integer nulla. Scelerisque phasellus venenatis placerat.",30,3,1,4,25361
2025-02-10 01:39:21,2025-02-10 01:39:21,2,,100,0,1,2025-02-10 01:39:21,R_afRguM2rDFXYvxc,,,,,,,test,,1,2,2,1,6,3,6,3,5,1,1,4,0,,45,2,5,5,36475
2025-02-10 01:39:21,2025-02-10 01:39:21,2,,100,0,1,2025-02-10 01:39:21,R_0ARCNKxGc9ROM8C,,,,,,,test,,1,7,6,6,5,2,1,3,3,6,4,6,1,,82,2,2,2,15538
2025-02-10 01:39:21,2025-02-10 01:39:21,2,,100,0,1,2025-02-10 01:39:21,R_1FHg75jhE5EwcRg,,,,,,,test,,1,3,6,6,1,1,1,5,3,5,4,6,0,,41,5,1,1,32310
2025-02-10 01:39:21,2025-02-10 01:39:21,2,,100,0,1,2025-02-10 01:39:21,R_eKjpHYtZOqdyWNM,,,,,,,test,,1,2,3,7,2,2,4,3,6,4,1,2,99,,86,1,4,5,38603
2025-02-10 01:39:22,2025-02-10 01:39:22,2,,100,0,1,2025-02-10 01:39:22,R_71Hspyp9sUOp62a,,,,,,,test,,1,7,6,7,7,1,4,6,6,5,3,6,1,,34,1,5,8,15315
2025-02-10 01:39:22,2025-02-10 01:39:22,2,,100,0,1,2025-02-10 01:39:22,R_eUQATWhDgn0WauW,,,,,,,test,,1,2,5,7,1,4,4,7,5,6,4,7,0,,54,1,5,1,37028
2025-02-10 01:39:22,2025-02-10 01:39:22,2,,100,0,1,2025-02-10 01:39:22,R_4Ho7ZovSHoPbvuu,,,,,,,test,,1,6,1,4,7,3,3,6,3,4,3,1,99,,103,5,4,8,37789
2025-02-10 01:39:22,2025-02-10 01:39:22,2,,100,0,1,2025-02-10 01:39:22,R_6zeEeW8IfMxdyDk,,,,,,,test,,1,2,5,6,2,4,3,3,3,2,1,1,99,,99,5,4,2,34591
2025-02-10 01:39:22,2025-02-10 01:39:22,2,,100,0,1,2025-02-10 01:39:22,R_3OEu7JuzZb6jiRM,,,,,,,test,,1,6,7,2,2,7,1,3,2,1,2,2,1,,49,3,2,5,30217
2025-02-10 01:39:22,2025-02-10 01:39:22,2,,100,0,1,2025-02-10 01:39:22,R_eeNnGVTqON66tim,,,,,,,test,,1,6,6,7,2,3,5,6,4,5,4,6,1,,56,3,5,7,14913
2025-02-10 01:39:23,2025-02-10 01:39:23,2,,100,0,1,2025-02-10 01:39:23,R_06c9frahEbmfKvQ,,,,,,,test,,1,7,3,7,6,7,2,3,5,6,3,7,99,,35,1,3,6,41962
2025-02-10 01:39:23,2025-02-10 01:39:23,2,,100,0,1,2025-02-10 01:39:23,R_b7L3lQMU5y62NCK,,,,,,,test,,1,2,2,2,1,3,7,4,7,2,2,3,99,,30,1,3,6,31300
2025-02-10 01:39:23,2025-02-10 01:39:23,2,,100,0,1,2025-02-10 01:39:23,R_cvGJKVsz62jQb8a,,,,,,,test,,1,6,6,7,5,5,5,5,6,5,3,7,99,,76,4,2,3,16255
2025-02-10 01:39:23,2025-02-10 01:39:23,2,,100,0,1,2025-02-10 01:39:23,R_6AxX2k4yrUBOXRQ,,,,,,,test,,1,3,5,5,2,7,1,3,5,6,2,7,99,,74,4,2,6,19945
2025-02-10 01:39:23,2025-02-10 01:39:23,2,,100,0,1,2025-02-10 01:39:23,R_7TD39tF2u7haBTM,,,,,,,test,,1,5,4,4,2,4,1,3,1,6,4,4,99,,79,5,3,6,27327
2025-02-10 01:39:23,2025-02-10 01:39:23,2,,100,0,1,2025-02-10 01:39:23,R_3PB3Wk6Tvh0A2uG,,,,,,,test,,1,5,1,7,3,7,3,2,6,4,1,6,55,Facilisis donec per quam purus arcu sem praesent metus in porta risus.,64,4,1,1,40712
2025-02-10 01:39:24,2025-02-10 01:39:24,2,,100,0,1,2025-02-10 01:39:24,R_0kAJzyOrfwSpwFM,,,,,,,test,,1,6,2,1,7,2,5,2,2,3,4,4,0,,102,2,3,3,31136
2025-02-10 01:39:24,2025-02-10 01:39:24,2,,100,0,1,2025-02-10 01:39:24,R_ewCc7rn27TemlNQ,,,,,,,test,,1,3,2,5,7,5,5,5,5,5,6,5,1,,366,5,4,6,25053
2025-02-10 01:39:24,2025-02-10 01:39:24,2,,100,0,1,2025-02-10 01:39:24,R_0ldfVIn7oK21euy,,,,,,,test,,1,5,3,5,4,7,1,4,3,7,2,2,0,,30,3,2,7,26513
