StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,swl1,swl2,swl3,swl4,swl5,fses1,fses2,fses3,fses4,fses5,fses6,sex,sex_55_TEXT,age,education,religion_importance,pray,prolific_ID
2025-02-10 01:15:07,2025-02-10 01:15:07,2,,100,0,1,2025-02-10 01:15:07,R_85E5374GGZTAYm2,,,,,,,test,,1,5,2,5,6,2,4,3,6,4,6,3,1,,40,5,3,5,29064
2025-02-10 01:15:07,2025-02-10 01:15:07,2,,100,0,1,2025-02-10 01:15:07,R_bCn0QzLFHAymoom,,,,,,,test,,1,3,3,5,4,6,1,1,3,5,4,7,55,"Cras, sagittis fringilla ut elementum donec euismod leo massa suspendisse.",98,2,3,6,18694
2025-02-10 01:15:07,2025-02-10 01:15:07,2,,100,0,1,2025-02-10 01:15:07,R_3QwMlp8RCxlGZDM,,,,,,,test,,1,2,6,4,7,5,3,6,5,1,7,6,1,,73,4,3,3,32038
2025-02-10 01:15:07,2025-02-10 01:15:07,2,,100,0,1,2025-02-10 01:15:07,R_0OkGykgJhCvVa8S,,,,,,,test,,1,4,4,5,2,3,5,4,5,4,1,6,99,,31,1,5,7,32895
2025-02-10 01:15:07,2025-02-10 01:15:07,2,,100,0,1,2025-02-10 01:15:07,R_ezjq7Oa3PAGTMRU,,,,,,,test,,1,3,6,1,4,7,2,6,3,3,6,3,99,,35,4,2,2,25396
2025-02-10 01:15:08,2025-02-10 01:15:08,2,,100,0,1,2025-02-10 01:15:08,R_81x5m5waQepYuFw,,,,,,,test,,1,1,1,2,4,4,6,4,3,1,6,7,1,,62,2,4,3,42828
2025-02-10 01:15:08,2025-02-10 01:15:08,2,,100,0,1,2025-02-10 01:15:08,R_6EYfIfdUYh5Mn1I,,,,,,,test,,1,7,1,3,5,4,4,4,6,3,3,4,1,,100,1,1,7,24229
2025-02-10 01:15:08,2025-02-10 01:15:08,2,,100,0,1,2025-02-10 01:15:08,R_2fsBkhV3a4xRzx4,,,,,,,test,,1,3,7,2,2,3,6,1,6,3,3,4,0,,70,2,1,7,36118
2025-02-10 01:15:08,2025-02-10 01:15:08,2,,100,0,1,2025-02-10 01:15:08,R_3L61SieD8iQh5To,,,,,,,test,,1,6,4,5,6,,2,6,5,5,6,4,0,,92,2,2,1,20484
2025-02-10 01:15:08,2025-02-10 01:15:08,2,,100,0,1,2025-02-10 01:15:08,R_0PxDBVuOJ4ZkNMy,,,,,,,test,,1,6,1,2,2,7,1,6,3,2,1,3,99,,22,5,3,7,16723
2025-02-10 01:15:08,2025-02-10 01:15:08,2,,100,0,1,2025-02-10 01:15:08,R_6gSCfyRdd6UfPUi,,,,,,,test,,1,4,4,4,4,1,3,5,5,5,2,3,0,,31,1,1,1,24785
2025-02-10 01:15:09,2025-02-10 01:15:09,2,,100,0,1,2025-02-10 01:15:09,R_0kX0qyFv4mpLv8O,,,,,,,test,,1,5,1,7,4,5,7,2,7,2,5,4,55,"Molestie consectetuer cursus iaculis? Bibendum euismod porta duis? Atque amet, blandit a, dapibus.",26,5,5,6,40794
2025-02-10 01:15:09,2025-02-10 01:15:09,2,,100,0,1,2025-02-10 01:15:09,R_dczXmrymwOIdnZY,,,,,,,test,,1,3,7,7,1,1,7,7,2,1,1,3,55,Dictumst sit vitae id egestas eu etiam. Aliquam venenatis pede eros eget ultrices.,29,1,1,6,17531
2025-02-10 01:15:09,2025-02-10 01:15:09,2,,100,0,1,2025-02-10 01:15:09,R_0ulcZ5vBYeFjA4S,,,,,,,test,,1,7,6,7,3,7,6,2,1,2,5,5,0,,31,2,5,7,17217
2025-02-10 01:15:09,2025-02-10 01:15:09,2,,100,0,1,2025-02-10 01:15:09,R_5cl02rIY7NnBAB8,,,,,,,test,,1,4,3,2,1,,7,6,6,6,6,1,55,Egestas ac dolor! At. Luctus risus ridiculus? Diam consectetuer. Rutrum? Nulla euismod pretium fermentum nec.,53,6,2,4,41140
2025-02-10 01:15:09,2025-02-10 01:15:09,2,,100,0,1,2025-02-10 01:15:09,R_b4mSDYBYiN7Tv7M,,,,,,,test,,1,2,4,1,6,7,5,2,7,5,4,4,0,,91,1,1,6,29397
2025-02-10 01:15:09,2025-02-10 01:15:09,2,,100,0,1,2025-02-10 01:15:09,R_bPje2sz4KuGKntA,,,,,,,test,,1,4,7,2,6,6,1,4,7,1,3,3,1,,43,3,5,8,33572
2025-02-10 01:15:10,2025-02-10 01:15:10,2,,100,0,1,2025-02-10 01:15:10,R_6oqbF2aMmsf1mGa,,,,,,,test,,1,7,4,2,6,7,4,2,7,3,2,7,55,Proin aliquam amet fringilla pharetra eget luctus. Neque consectetuer ab justo primis natoque.,57,1,4,4,40184
2025-02-10 01:15:10,2025-02-10 01:15:10,2,,100,0,1,2025-02-10 01:15:10,R_3aZIK2WzDzBC5yC,,,,,,,test,,1,2,2,6,2,1,2,2,4,3,7,7,55,Tincidunt platea erat? Maecenas risus gravida. Eget amet arcu id tempora vel. Dignissim scelerisque.,19,5,4,5,21458
2025-02-10 01:15:10,2025-02-10 01:15:10,2,,100,0,1,2025-02-10 01:15:10,R_dnbGu3vAa2QVkH4,,,,,,,test,,1,4,1,7,2,7,2,3,3,3,4,7,99,,96,5,2,2,29890
2025-02-10 01:15:10,2025-02-10 01:15:10,2,,100,0,1,2025-02-10 01:15:10,R_7NwDURcrpZKTDU2,,,,,,,test,,1,6,3,6,5,,1,5,7,7,3,4,99,,56,6,1,1,33624
2025-02-10 01:15:10,2025-02-10 01:15:10,2,,100,0,1,2025-02-10 01:15:10,R_bvkWjAiOBNOccTk,,,,,,,test,,1,2,7,6,7,3,6,5,5,3,3,3,1,,32,2,5,6,42674
2025-02-10 01:15:10,2025-02-10 01:15:10,2,,100,0,1,2025-02-10 01:15:11,R_0HETKnXw69TlUyO,,,,,,,test,,1,4,3,6,2,1,5,2,6,3,6,5,99,,64,1,5,2,30869
2025-02-10 01:15:11,2025-02-10 01:15:11,2,,100,0,1,2025-02-10 01:15:11,R_bd4iTjcA3CX3geW,,,,,,,test,,1,1,2,2,7,7,4,4,5,7,1,4,99,,56,1,4,1,24108
2025-02-10 01:15:11,2025-02-10 01:15:11,2,,100,0,1,2025-02-10 01:15:11,R_78xQ6MqgyvaWCH4,,,,,,,test,,1,4,5,2,5,1,4,5,1,4,2,4,55,Integer! Tempus fermentum tortor justo imperdiet venenatis sapien elementum faucibus iaculis velit natoque mattis elementum.,45,2,3,4,38744
2025-02-10 01:15:11,2025-02-10 01:15:11,2,,100,0,1,2025-02-10 01:15:11,R_07IQSJPAn2aer1s,,,,,,,test,,1,6,7,1,1,2,5,5,7,1,4,4,99,,83,4,3,2,34050
2025-02-10 01:15:11,2025-02-10 01:15:11,2,,100,0,1,2025-02-10 01:15:11,R_02i2f5Ki2Ygz9Pg,,,,,,,test,,1,4,6,2,1,,4,4,4,2,5,3,99,,32,5,1,2,29114
2025-02-10 01:15:11,2025-02-10 01:15:11,2,,100,0,1,2025-02-10 01:15:11,R_9S4ZUeoXTbmyoZw,,,,,,,test,,1,6,7,6,7,3,7,7,1,7,5,6,1,,61,6,3,1,37974
2025-02-10 01:15:11,2025-02-10 01:15:11,2,,100,0,1,2025-02-10 01:15:11,R_enswZwaJdoiDXEO,,,,,,,test,,1,6,4,1,5,4,7,4,3,3,6,1,55,Aenean nonummy morbi nonummy suscipit auctor commodo etiam. Suscipit? Auctor. Enim! Donec! Integer. Diam in.,83,5,4,8,26124
2025-02-10 01:15:12,2025-02-10 01:15:12,2,,100,0,1,2025-02-10 01:15:12,R_bE4RY1ZLRykV4CW,,,,,,,test,,1,6,7,5,3,4,5,3,6,3,1,6,0,,69,1,3,3,14232
2025-02-10 01:15:12,2025-02-10 01:15:12,2,,100,0,1,2025-02-10 01:15:12,R_bw4j2Yj9Q21eRfw,,,,,,,test,,1,5,5,3,5,7,3,2,2,2,3,6,99,,84,2,3,3,31036
2025-02-10 01:15:12,2025-02-10 01:15:12,2,,100,0,1,2025-02-10 01:15:12,R_3xDlY2XphU9gENE,,,,,,,test,,1,4,6,7,7,,3,3,6,3,6,5,99,,366,3,5,7,32811
2025-02-10 01:15:12,2025-02-10 01:15:12,2,,100,0,1,2025-02-10 01:15:12,R_9ymkAVggQV7OO3Q,,,,,,,test,,1,2,3,1,2,6,2,7,1,6,1,6,55,Sed molestie a platea lorem nulla. Dolor metus lacus atque.,52,5,1,8,39944
2025-02-10 01:15:12,2025-02-10 01:15:12,2,,100,0,1,2025-02-10 01:15:12,R_5yAVThIGl7Lkrum,,,,,,,test,,1,6,5,2,2,4,2,6,5,7,4,6,55,"Est diam. Justo dolorem posuere aenean venenatis vehicula dapibus dictumst commodo? Gravida ut quam, facilisis.",21,1,3,2,28832
2025-02-10 01:15:12,2025-02-10 01:15:12,2,,100,0,1,2025-02-10 01:15:13,R_1FzMl72PwXu7cqO,,,,,,,test,,1,7,6,3,2,2,5,3,6,5,7,1,1,,48,4,2,6,16254
2025-02-10 01:15:13,2025-02-10 01:15:13,2,,100,0,1,2025-02-10 01:15:13,R_0jIvXfRvtvb8yaO,,,,,,,test,,1,6,5,4,5,1,3,2,6,7,6,7,99,,62,6,2,2,42222
2025-02-10 01:15:13,2025-02-10 01:15:13,2,,100,0,1,2025-02-10 01:15:13,R_cCmu5IM4jqvXh2u,,,,,,,test,,1,6,6,2,1,2,4,5,6,1,4,1,99,,90,4,3,6,43201
2025-02-10 01:15:13,2025-02-10 01:15:13,2,,100,0,1,2025-02-10 01:15:13,R_eqCqLZQYoeLPjzo,,,,,,,test,,1,3,2,6,1,,4,2,3,1,1,7,99,,56,5,3,4,22098
2025-02-10 01:15:13,2025-02-10 01:15:13,2,,100,0,1,2025-02-10 01:15:13,R_8djtZ46ajXyCdwO,,,,,,,test,,1,7,2,3,5,5,1,7,4,3,7,3,99,,82,1,2,4,33011
2025-02-10 01:15:13,2025-02-10 01:15:13,2,,100,0,1,2025-02-10 01:15:13,R_80Tfwia4lJEruvQ,,,,,,,test,,1,7,4,1,5,2,7,2,4,7,1,1,99,,100,3,4,3,43243
2025-02-10 01:15:13,2025-02-10 01:15:13,2,,100,0,1,2025-02-10 01:15:14,R_1MTAmNirOPX63lQ,,,,,,,test,,1,1,7,5,2,4,5,4,5,7,3,2,1,,103,3,5,7,26470
2025-02-10 01:15:14,2025-02-10 01:15:14,2,,100,0,1,2025-02-10 01:15:14,R_dhbhmS6w85EDdeS,,,,,,,test,,1,6,7,6,1,4,5,6,6,4,4,7,55,Facilisis dignissim nullam ligula eu cras sodales fusce. Facilisi velit ligula! Placerat placerat.,35,2,4,1,33070
2025-02-10 01:15:14,2025-02-10 01:15:14,2,,100,0,1,2025-02-10 01:15:14,R_cVbHYQ0SG202z78,,,,,,,test,,1,4,5,1,6,6,5,7,2,2,2,2,55,Nullam! Phasellus facilisis convallis ultricies integer turpis ac dignissim. Sed vulputate accumsan.,46,2,1,1,31648
2025-02-10 01:15:14,2025-02-10 01:15:14,2,,100,0,1,2025-02-10 01:15:14,R_1TvHgJwBeyUHwp0,,,,,,,test,,1,6,2,1,1,4,4,6,4,6,3,2,55,Purus cras. Sed massa in ligula ultrices tortor mi leo quis vehicula nullam.,45,4,4,2,37476
2025-02-10 01:15:14,2025-02-10 01:15:14,2,,100,0,1,2025-02-10 01:15:14,R_eXuzxaZMLP0i4PY,,,,,,,test,,1,1,2,1,7,3,6,2,5,6,7,5,0,,48,6,2,7,34188
2025-02-10 01:15:14,2025-02-10 01:15:14,2,,100,0,1,2025-02-10 01:15:14,R_eu4ciaD73HUbn0i,,,,,,,test,,1,6,1,5,1,3,3,2,7,4,2,4,1,,34,3,4,6,20723
